County_Name,State_Name,Confirmed,New,Death,New_Death,Fatality_Rate,Recovered,New_Recovered,Latitude,Longitude,Last_Update
Starr,Texas,7,0,0,0,0.00%,0,0,26.56239356,-98.7374609,2020-04-27 22:10 EDT
Wood,Texas,7,0,0,0,0.00%,0,0,32.78211328,-95.37213602,2020-04-27 22:10 EDT
Goliad,Texas,7,0,0,0,0.00%,1,0,28.65705844,-97.42642325,2020-04-27 22:10 EDT
Palo Pinto,Texas,7,0,1,0,14.30%,0,0,32.76798,-98.29969,2020-04-27 22:10 EDT
Zapata,Texas,7,0,0,0,0.00%,0,0,27.00998653,-99.16702509,2020-04-27 22:10 EDT
Blanco,Texas,6,0,0,0,0.00%,0,0,30.26638227,-98.39975934,2020-04-27 22:10 EDT
Camp,Texas,6,0,0,0,0.00%,0,0,32.97320594,-94.97857173,2020-04-27 22:10 EDT
Jackson,Texas,6,0,0,0,0.00%,3,0,28.95558096,-96.57874644,2020-04-27 22:10 EDT
Kerr,Texas,6,0,0,0,0.00%,2,0,30.06149667,-99.35021453,2020-04-27 22:10 EDT
Montague,Texas,6,0,1,0,16.70%,0,0,33.6746124,-97.72473974,2020-04-27 22:10 EDT
Tyler,Texas,6,0,0,0,0.00%,0,0,30.77123251,-94.37653537,2020-04-27 22:10 EDT
Uvalde,Texas,6,0,0,0,0.00%,6,0,29.35736353,-99.76218986,2020-04-27 22:10 EDT
Bandera,Texas,6,0,0,0,0.00%,0,0,29.74720281,-99.24626773,2020-04-27 22:10 EDT
Bee,Texas,6,0,0,0,0.00%,0,0,28.41736435,-97.74112569,2020-04-27 22:10 EDT
Houston,Texas,6,0,0,0,0.00%,0,0,31.31765234,-95.42240553,2020-04-27 22:10 EDT
Lavaca,Texas,5,0,1,1,20.00%,1,0,29.38432888,-96.93010975,2020-04-27 22:10 EDT
Leon,Texas,5,0,0,0,0.00%,0,0,31.29646612,-95.99552151,2020-04-27 22:10 EDT
Live Oak,Texas,5,0,0,0,0.00%,0,0,29.55403,-98.32868,2020-04-27 22:10 EDT
Lynn,Texas,5,0,1,0,20.00%,0,0,33.17683641,-101.8159973,2020-04-27 22:10 EDT
Morris,Texas,5,0,0,0,0.00%,0,0,33.11342037,-94.73233824,2020-04-27 22:10 EDT
Mason,Texas,5,4,0,0,0.00%,0,0,30.71772871,-99.22604108,2020-04-27 22:10 EDT
Hamilton,Texas,5,0,0,0,0.00%,0,0,31.70475909,-98.1106215,2020-04-27 22:10 EDT
Wheeler,Texas,5,0,0,0,0.00%,0,0,35.4012604,-100.2696723,2020-04-27 22:10 EDT
Ochiltree,Texas,5,0,1,1,20.00%,0,0,36.27858856,-100.8155985,2020-04-27 22:10 EDT
Comanche,Texas,4,0,0,0,0.00%,0,0,31.94808524,-98.55824957,2020-04-27 22:10 EDT
Hopkins,Texas,4,0,0,0,0.00%,0,0,33.14926045,-95.5636767,2020-04-27 22:10 EDT
Young,Texas,4,0,1,0,25.00%,0,0,33.17729201,-98.68842601,2020-04-27 22:10 EDT
Hansford,Texas,4,0,0,0,0.00%,0,0,36.27750219,-101.3545118,2020-04-27 22:10 EDT
Howard,Texas,4,0,1,0,25.00%,0,0,32.30610786,-101.4354618,2020-04-27 22:10 EDT
Jack,Texas,4,0,0,0,0.00%,0,0,33.23344728,-98.17249922,2020-04-27 22:10 EDT
Cooke,Texas,4,0,0,0,0.00%,0,0,33.64127265,-97.21703483,2020-04-27 22:10 EDT
Bosque,Texas,4,0,0,0,0.00%,0,0,31.90042609,-97.63441083,2020-04-27 22:10 EDT
Hartley,Texas,4,0,0,0,0.00%,0,0,35.83996333,-102.6027915,2020-04-27 22:10 EDT
Parmer,Texas,4,0,0,0,0.00%,0,0,34.53012116,-102.7845351,2020-04-27 22:10 EDT
Clay,Texas,3,0,0,0,0.00%,0,0,33.78376172,-98.20894301,2020-04-27 22:10 EDT
Eastland,Texas,3,0,0,0,0.00%,0,0,32.32711371,-98.83236081,2020-04-27 22:10 EDT
Falls,Texas,3,1,0,0,0.00%,0,0,31.25318333,-96.93577343,2020-04-27 22:10 EDT
Karnes,Texas,3,0,0,0,0.00%,2,0,28.90563081,-97.85942123,2020-04-27 22:10 EDT
Lamb,Texas,3,1,0,0,0.00%,0,0,34.0685977,-102.3516334,2020-04-27 22:10 EDT
Llano,Texas,3,0,0,0,0.00%,0,0,30.70568237,-98.68396033,2020-04-27 22:10 EDT
Oldham,Texas,3,0,1,0,33.30%,0,0,35.40495423,-102.6028899,2020-04-27 22:10 EDT
Jim Wells,Texas,3,0,0,0,0.00%,0,0,27.73131457,-98.08982112,2020-04-27 22:10 EDT
Floyd,Texas,3,0,0,0,0.00%,0,0,34.07238001,-101.3032141,2020-04-27 22:10 EDT
McCulloch,Texas,3,0,0,0,0.00%,0,0,31.19874391,-99.34740948,2020-04-27 22:10 EDT
Frio,Texas,3,0,0,0,0.00%,1,0,28.86770959,-99.10822665,2020-04-27 22:10 EDT
Winkler,Texas,3,0,0,0,0.00%,0,0,31.8500015,-103.0482788,2020-04-27 22:10 EDT
Freestone,Texas,3,0,0,0,0.00%,0,0,31.70266446,-96.14935708,2020-04-27 22:10 EDT
Aransas,Texas,2,0,0,0,0.00%,0,0,28.24597757,-97.0418175,2020-04-27 22:10 EDT
Crane,Texas,2,0,0,0,0.00%,2,0,31.42846649,-102.5155684,2020-04-27 22:10 EDT
Gaines,Texas,2,0,0,0,0.00%,0,0,32.74072696,-102.6349943,2020-04-27 22:10 EDT
Martin,Texas,2,0,0,0,0.00%,0,0,32.30606767,-101.9511384,2020-04-27 22:10 EDT
Newton,Texas,2,0,0,0,0.00%,1,0,30.78529345,-93.74501456,2020-04-27 22:10 EDT
Robertson,Texas,2,0,0,0,0.00%,0,0,31.02699864,-96.51276066,2020-04-27 22:10 EDT
Lee,Texas,2,0,0,0,0.00%,0,0,30.31066462,-96.96567821,2020-04-27 22:10 EDT
Reeves,Texas,2,0,0,0,0.00%,0,0,31.32294987,-103.6930426,2020-04-27 22:10 EDT
Lampasas,Texas,2,0,0,0,0.00%,0,0,31.1962409,-98.24140876,2020-04-27 22:10 EDT
Crosby,Texas,2,0,1,0,50.00%,0,0,33.61457547,-101.2998438,2020-04-27 22:10 EDT
Madison,Texas,2,0,0,0,0.00%,0,0,30.96554711,-95.9283315,2020-04-27 22:10 EDT
Rains,Texas,2,0,0,0,0.00%,0,0,32.86905982,-95.78601616,2020-04-27 22:10 EDT
Scurry,Texas,2,0,0,0,0.00%,0,0,32.74630052,-100.9164051,2020-04-27 22:10 EDT
Armstrong,Texas,2,0,0,0,0.00%,0,0,34.96511906,-101.3572807,2020-04-27 22:10 EDT
Duval,Texas,2,0,0,0,0.00%,0,0,27.68127828,-98.5088379,2020-04-27 22:10 EDT
Roberts,Texas,2,0,0,0,0.00%,0,0,35.83862346,-100.8135041,2020-04-27 22:10 EDT
Franklin,Texas,1,0,0,0,0.00%,0,0,33.17548642,-95.21838669,2020-04-27 22:10 EDT
Gillespie,Texas,1,0,0,0,0.00%,1,0,30.31802585,-98.94627637,2020-04-27 22:10 EDT
Hemphill,Texas,1,0,0,0,0.00%,0,0,35.83747747,-100.2704145,2020-04-27 22:10 EDT
Callahan,Texas,1,0,0,0,0.00%,0,0,32.29775015,-99.37351041,2020-04-27 22:10 EDT
Knox,Texas,1,0,0,0,0.00%,0,0,33.60612084,-99.74138048,2020-04-27 22:10 EDT
Mitchell,Texas,1,0,0,0,0.00%,0,0,32.30618963,-100.921191,2020-04-27 22:10 EDT
Dickens,Texas,1,0,0,0,0.00%,0,0,33.6165717,-100.7788224,2020-04-27 22:10 EDT
Delta,Texas,1,0,0,0,0.00%,0,0,33.38578601,-95.67248556,2020-04-27 22:10 EDT
Concho,Texas,1,0,0,0,0.00%,0,0,31.32658443,-99.86393675,2020-04-27 22:10 EDT
Stephens,Texas,1,0,0,0,0.00%,0,0,32.7358192,-98.8360697,2020-04-27 22:10 EDT
Dimmit,Texas,1,0,0,0,0.00%,0,0,28.42249934,-99.75685975,2020-04-27 22:10 EDT
Motley,Texas,1,0,0,0,0.00%,0,0,34.07406375,-100.7798371,2020-04-27 22:10 EDT
Wilbarger,Texas,1,0,0,0,0.00%,0,0,34.08017734,-99.24080972,2020-04-27 22:10 EDT
La Salle,Texas,1,0,0,0,0.00%,0,0,28.79219,-96.66958,2020-04-27 22:10 EDT
Red River,Texas,1,0,0,0,0.00%,0,0,33.62052003,-95.05017125,2020-04-27 22:10 EDT
Sabine,Texas,1,0,0,0,0.00%,0,0,31.34647718,-93.87096354,2020-04-27 22:10 EDT
Zavala,Texas,1,0,0,0,0.00%,0,0,28.86616929,-99.7605283,2020-04-27 22:10 EDT
Carson,Texas,1,0,0,0,0.00%,0,0,35.40342981,-101.3541376,2020-04-27 22:10 EDT
Childress,Texas,1,0,0,0,0.00%,0,0,34.52925554,-100.2074984,2020-04-27 22:10 EDT
Yoakum,Texas,1,0,0,0,0.00%,0,0,33.17292695,-102.8276058,2020-04-27 22:10 EDT
Brooks,Texas,1,0,0,0,0.00%,0,0,27.03152599,-98.21865819,2020-04-27 22:10 EDT
Cochran,Texas,1,0,0,0,0.00%,0,0,33.6040986,-102.8283512,2020-04-27 22:10 EDT
Jim Hogg,Texas,1,0,0,0,0.00%,0,0,27.04338085,-98.69722643,2020-04-27 22:10 EDT
Nolan,Texas,1,0,0,0,0.00%,0,0,32.30344861,-100.4060445,2020-04-27 22:10 EDT
Coleman,Texas,1,0,0,0,0.00%,0,0,31.77316426,-99.45352719,2020-04-27 22:10 EDT
Cottle,Texas,1,1,0,0,0.00%,0,0,34.07764233,-100.2786452,2020-04-27 22:10 EDT
Fulton,Georgia,2680,135,103,9,3.80%,0,0,33.79024066,-84.46711002,2020-04-27 22:10 EDT
DeKalb,Georgia,1855,55,42,6,2.30%,0,0,33.77153731,-84.22646531,2020-04-27 22:10 EDT
Gwinnett,Georgia,1545,41,52,5,3.40%,0,0,33.96118879,-84.0235873,2020-04-27 22:10 EDT
Cobb,Georgia,1483,55,81,6,5.50%,0,0,33.9414802,-84.57663741,2020-04-27 22:10 EDT
Dougherty,Georgia,1480,10,114,6,7.70%,3240,0,31.53332494,-84.21629439,2020-04-27 22:10 EDT
Hall,Georgia,1098,65,12,1,1.10%,0,0,34.32041152,-83.81043541,2020-04-27 22:10 EDT
Non-Georgia Resident,Georgia,1027,5,13,4,1.30%,0,0,32.64832455,-83.4445344,2020-04-27 22:10 EDT
Clayton,Georgia,649,2,24,2,3.70%,0,0,33.54197299,-84.35769948,2020-04-27 22:10 EDT
Henry,Georgia,464,123,11,1,2.40%,0,0,33.45301628,-84.15426282,2020-04-27 22:10 EDT
Cherokee,Georgia,393,19,10,0,2.50%,0,0,34.24398966,-84.47624414,2020-04-27 22:10 EDT
Richmond,Georgia,377,17,14,0,3.70%,0,0,33.35962968,-82.07361638,2020-04-27 22:10 EDT
Sumter,Georgia,3262,6,24,2,0.70%,0,0,32.0399387,-84.19706313,2020-04-27 22:10 EDT
Carroll,Georgia,379,2,13,2,3.40%,0,0,33.58262645,-85.07982315,2020-04-27 22:10 EDT
Lee,Georgia,3207,5,19,1,0.60%,0,0,31.77959716,-84.14088023,2020-04-27 22:10 EDT
Mitchell,Georgia,293,2,238,2,81.20%,0,0,31.2252705,-84.19418271,2020-04-27 22:10 EDT
Bartow,Georgia,289,2,29,1,10.00%,0,0,34.23764397,-84.8407294,2020-04-27 22:10 EDT
Douglas,Georgia,84,6,11,2,13.10%,0,0,33.70179591,-84.76824051,2020-04-27 22:10 EDT
Muscogee,Georgia,283,2,4,0,1.40%,0,0,32.50990011,-84.87686884,2020-04-27 22:10 EDT
Forsyth,Georgia,271,19,3,0,1.10%,0,0,34.22493225,-84.13349923,2020-04-27 22:10 EDT
Bibb,Georgia,756,2,7,1,0.90%,0,0,32.80663592,-83.69775904,2020-04-27 22:10 EDT
Houston,Georgia,715,6,13,0,1.80%,0,0,32.45894643,-83.66617499,2020-04-27 22:10 EDT
Chatham,Georgia,208,2,7,1,3.40%,0,0,32.00381442,-81.13307069,2020-04-27 22:10 EDT
Upson,Georgia,203,6,17,2,8.40%,0,0,32.88119109,-84.29935932,2020-04-27 22:10 EDT
Early,Georgia,202,4,15,0,7.40%,0,0,31.32275589,-84.90368024,2020-04-27 22:10 EDT
Spalding,Georgia,197,7,3,0,1.50%,0,0,33.26086704,-84.28421107,2020-04-27 22:10 EDT
Baldwin,Georgia,193,12,6,0,3.10%,0,0,33.06898258,-83.24986009,2020-04-27 22:10 EDT
Habersham,Georgia,193,272,4,1,2.10%,0,0,34.63097339,-83.53117053,2020-04-27 22:10 EDT
Coweta,Georgia,190,2,4,0,2.10%,0,0,33.35360269,-84.76336691,2020-04-27 22:10 EDT
Newton,Georgia,173,7,7,1,4.00%,0,0,33.55500659,-83.8502182,2020-04-27 22:10 EDT
Colquitt,Georgia,172,7,6,0,3.50%,0,0,31.18836215,-83.76871368,2020-04-27 22:10 EDT
Fayette,Georgia,169,2,3,0,1.80%,0,0,33.4139091,-84.49427247,2020-04-27 22:10 EDT
Terrell,Georgia,167,2,18,1,10.80%,0,0,31.77676171,-84.43678999,2020-04-27 22:10 EDT
Paulding,Georgia,166,6,7,0,4.20%,0,0,33.92042456,-84.8672012,2020-04-27 22:10 EDT
Rockdale,Georgia,166,5,6,0,3.60%,0,0,33.65422498,-84.02668352,2020-04-27 22:10 EDT
Thomas,Georgia,162,4,16,0,9.90%,0,0,30.86367792,-83.91930729,2020-04-27 22:10 EDT
Crisp,Georgia,157,4,3,1,1.90%,0,0,31.92288924,-83.76806139,2020-04-27 22:10 EDT
Randolph,Georgia,156,2,19,0,12.20%,0,0,31.76259707,-84.75413416,2020-04-27 22:10 EDT
Columbia,Georgia,145,2,2,0,1.40%,0,0,33.53724806,-82.26219609,2020-04-27 22:10 EDT
Worth,Georgia,143,2,9,0,6.30%,0,0,31.55158875,-83.85098391,2020-04-27 22:10 EDT
Clarke,Georgia,140,17,13,0,9.30%,0,0,33.95110572,-83.36741217,2020-04-27 22:10 EDT
Lowndes,Georgia,139,2,4,0,2.90%,0,0,30.83362831,-83.26769554,2020-04-27 22:10 EDT
Troup,Georgia,138,12,4,0,2.90%,0,0,33.03351893,-85.02826168,2020-04-27 22:10 EDT
Floyd,Georgia,134,1,11,1,8.20%,0,0,34.26324245,-85.21452762,2020-04-27 22:10 EDT
Butts,Georgia,126,0,3,0,2.40%,0,0,33.28780542,-83.95714484,2020-04-27 22:10 EDT
Dooly,Georgia,119,7,3,1,2.50%,0,0,32.15713852,-83.79877218,2020-04-27 22:10 EDT
Barrow,Georgia,113,5,4,1,3.50%,0,0,33.99322516,-83.71272533,2020-04-27 22:10 EDT
Ware,Georgia,112,5,3,0,2.70%,0,0,31.0536875,-82.42369749,2020-04-27 22:10 EDT
Coffee,Georgia,109,2,4,0,3.70%,0,0,31.54905082,-82.84922205,2020-04-27 22:10 EDT
Tift,Georgia,100,0,5,1,5.00%,0,0,31.45732246,-83.52672092,2020-04-27 22:10 EDT
Walton,Georgia,100,5,3,0,3.00%,0,0,33.78152214,-83.73384243,2020-04-27 22:10 EDT
Calhoun,Georgia,87,2,3,0,3.40%,0,0,31.52910617,-84.62448565,2020-04-27 22:10 EDT
Gordon,Georgia,81,0,12,2,14.80%,0,0,34.50319646,-84.87587883,2020-04-27 22:10 EDT
Burke,Georgia,77,0,3,0,3.90%,0,0,33.06109792,-82.00070282,2020-04-27 22:10 EDT
Jackson,Georgia,77,4,1,0,1.30%,0,0,34.13389628,-83.5663431,2020-04-27 22:10 EDT
Macon,Georgia,73,2,3,0,4.10%,0,0,32.35769873,-84.04259517,2020-04-27 22:10 EDT
Stephens,Georgia,73,2,1,0,1.40%,0,0,34.55349319,-83.29585921,2020-04-27 22:10 EDT
Wilcox,Georgia,72,4,7,1,9.70%,0,0,31.97294127,-83.43251677,2020-04-27 22:10 EDT
Whitfield,Georgia,69,6,4,0,5.80%,0,0,34.80552576,-84.96721045,2020-04-27 22:10 EDT
Decatur,Georgia,64,4,1,0,1.60%,0,0,30.88199236,-84.57119441,2020-04-27 22:10 EDT
Turner,Georgia,64,1,3,2,4.70%,0,0,31.71635344,-83.62405504,2020-04-27 22:10 EDT
Appling,Georgia,60,4,5,1,8.30%,0,0,31.74929966,-82.28891939,2020-04-27 22:10 EDT
Walker,Georgia,59,0,0,0,0.00%,0,0,34.73559363,-85.30086824,2020-04-27 22:10 EDT
Harris,Georgia,57,1,2,0,3.50%,0,0,32.73603676,-84.90910769,2020-04-27 22:10 EDT
Oconee,Georgia,57,4,0,0,0.00%,0,0,33.83486019,-83.43704215,2020-04-27 22:10 EDT
Gilmer,Georgia,54,2,0,0,0.00%,0,0,34.69119523,-84.45551769,2020-04-27 22:10 EDT
Grady,Georgia,54,6,3,0,5.60%,0,0,30.87470084,-84.23435468,2020-04-27 22:10 EDT
Greene,Georgia,54,1,1,0,1.90%,0,0,33.57875281,-83.16670569,2020-04-27 22:10 EDT
Laurens,Georgia,54,2,1,0,1.90%,0,0,32.46368817,-82.92216465,2020-04-27 22:10 EDT
Pierce,Georgia,54,2,2,0,3.70%,0,0,31.35881925,-82.21274608,2020-04-27 22:10 EDT
Dawson,Georgia,53,2,1,0,1.90%,0,0,34.44531828,-84.17291329,2020-04-27 22:10 EDT
Brooks,Georgia,52,123,6,0,11.50%,0,0,30.84213007,-83.58044259,2020-04-27 22:10 EDT
Glynn,Georgia,51,0,1,0,2.00%,0,0,31.23258257,-81.54266737,2020-04-27 22:10 EDT
Meriwether,Georgia,49,0,0,0,0.00%,0,0,33.04078733,-84.68840726,2020-04-27 22:10 EDT
Polk,Georgia,49,2,0,0,0.00%,0,0,34.00168812,-85.18810974,2020-04-27 22:10 EDT
Bryan,Georgia,43,1,2,0,4.70%,0,0,32.01425892,-81.44337836,2020-04-27 22:10 EDT
Oglethorpe,Georgia,43,1,3,0,7.00%,0,0,33.88064727,-83.0805677,2020-04-27 22:10 EDT
White,Georgia,43,10,0,0,0.00%,0,0,34.64612749,-83.74697318,2020-04-27 22:10 EDT
Catoosa,Georgia,46,0,0,0,0.00%,0,0,34.90368893,-85.1382067,2020-04-27 22:10 EDT
Mcduffie,Georgia,44,1,4,0,9.10%,0,0,33.47954268,-82.48106247,2020-04-27 22:10 EDT
Marion,Georgia,40,2,1,0,2.50%,0,0,32.35344941,-84.52455824,2020-04-27 22:10 EDT
Johnson,Georgia,39,2,2,0,5.10%,0,0,32.70149191,-82.66004169,2020-04-27 22:10 EDT
Peach,Georgia,39,2,2,0,5.10%,0,0,32.5688118,-83.82678717,2020-04-27 22:10 EDT
Pike,Georgia,39,0,2,0,5.10%,0,0,33.09217827,-84.38919321,2020-04-27 22:10 EDT
Putnam,Georgia,37,6,5,2,13.50%,0,0,33.32175974,-83.37284188,2020-04-27 22:10 EDT
Washington,Georgia,37,2,1,0,2.70%,0,0,32.969519,-82.79585686,2020-04-27 22:10 EDT
Liberty,Georgia,35,0,0,0,0.00%,0,0,31.82799636,-81.49460872,2020-04-27 22:10 EDT
Bulloch,Georgia,34,0,2,0,5.90%,0,0,32.3968474,-81.74317914,2020-04-27 22:10 EDT
Effingham,Georgia,34,0,1,0,2.90%,0,0,32.36755649,-81.34129987,2020-04-27 22:10 EDT
Lamar,Georgia,34,1,0,0,0.00%,0,0,33.76059,-95.82812,2020-04-27 22:10 EDT
Lumpkin,Georgia,32,2,1,1,3.10%,0,0,34.5722039,-84.0027424,2020-04-27 22:10 EDT
Union,Georgia,32,0,2,0,6.20%,0,0,34.83393046,-83.99045062,2020-04-27 22:10 EDT
Wilkinson,Georgia,32,1,2,0,6.20%,0,0,32.80243181,-83.17127711,2020-04-27 22:10 EDT
Camden,Georgia,30,2,1,0,3.30%,0,0,30.93250252,-81.67112807,2020-04-27 22:10 EDT
Miller,Georgia,29,0,0,0,0.00%,0,0,31.16394414,-84.73065654,2020-04-27 22:10 EDT
Seminole,Georgia,29,2,2,0,6.90%,0,0,30.94796731,-84.8685677,2020-04-27 22:10 EDT
Toombs,Georgia,28,1,3,0,10.70%,0,0,32.12178276,-82.33134888,2020-04-27 22:10 EDT
Haralson,Georgia,27,1,1,0,3.70%,0,0,33.79416486,-85.21083564,2020-04-27 22:10 EDT
Jones,Georgia,27,1,0,0,0.00%,0,0,33.02515,-83.56035212,2020-04-27 22:10 EDT
Morgan,Georgia,25,2,0,0,0.00%,0,0,34.45333,-86.93016,2020-04-27 22:10 EDT
Murray,Georgia,25,1,0,0,0.00%,0,0,34.78840201,-84.74814487,2020-04-27 22:10 EDT
Telfair,Georgia,25,1,0,0,0.00%,0,0,31.9293189,-82.93898954,2020-04-27 22:10 EDT
Hancock,Georgia,25,7,0,0,0.00%,0,0,33.27025372,-83.0010033,2020-04-27 22:10 EDT
Ben Hill,Georgia,24,1,0,0,0.00%,0,0,33.6734,-84.53483,2020-04-27 22:10 EDT
Dodge,Georgia,24,1,1,1,4.20%,0,0,32.17221725,-83.16835288,2020-04-27 22:10 EDT
Fannin,Georgia,24,1,0,0,0.00%,0,0,34.86418423,-84.31991879,2020-04-27 22:10 EDT
Pulaski,Georgia,24,4,1,0,4.20%,0,0,32.23221006,-83.47595871,2020-04-27 22:10 EDT
Wilkes,Georgia,22,0,0,0,0.00%,0,0,33.78244142,-82.74431235,2020-04-27 22:10 EDT
Bacon,Georgia,22,1,1,0,4.50%,0,0,31.55367232,-82.4526784,2020-04-27 22:10 EDT
Madison,Georgia,22,0,1,0,4.50%,0,0,34.12777423,-83.20911717,2020-04-27 22:10 EDT
Monroe,Georgia,22,2,1,0,4.50%,0,0,33.0141038,-83.91866148,2020-04-27 22:10 EDT
Baker,Georgia,71,2,2,0,2.80%,0,0,31.32609409,-84.44447039,2020-04-27 22:10 EDT
Pickens,Georgia,71,0,2,0,2.80%,0,0,34.46428491,-84.465653,2020-04-27 22:10 EDT
Talbot,Georgia,71,0,1,0,1.40%,0,0,32.69941969,-84.53297092,2020-04-27 22:10 EDT
Brantley,Georgia,71,0,2,0,2.80%,0,0,31.19685689,-81.9820173,2020-04-27 22:10 EDT
Clay,Georgia,20,0,2,0,10.00%,0,0,31.61804399,-84.96809245,2020-04-27 22:10 EDT
Emanuel,Georgia,20,1,0,0,0.00%,0,0,32.58976118,-82.30168513,2020-04-27 22:10 EDT
Jasper,Georgia,20,0,0,0,0.00%,0,0,33.31638086,-83.68809707,2020-04-27 22:10 EDT
Towns,Georgia,20,0,0,0,0.00%,0,0,34.91664063,-83.7371836,2020-04-27 22:10 EDT
Elbert,Georgia,19,0,0,0,0.00%,0,0,34.1178701,-82.84199623,2020-04-27 22:10 EDT
Stewart,Georgia,18,1,0,0,0.00%,0,0,32.0786911,-84.83407425,2020-04-27 22:10 EDT
Banks,Georgia,17,0,0,0,0.00%,0,0,34.35411317,-83.49743089,2020-04-27 22:10 EDT
Cook,Georgia,17,0,1,0,5.90%,0,0,31.15391366,-83.4303617,2020-04-27 22:10 EDT
Dade,Georgia,17,1,1,0,5.90%,0,0,34.85455153,-85.50443619,2020-04-27 22:10 EDT
Franklin,Georgia,17,0,0,0,0.00%,0,0,44.72964,-73.11696,2020-04-27 22:10 EDT
Taylor,Georgia,17,1,2,0,11.80%,0,0,32.55558686,-84.24922651,2020-04-27 22:10 EDT
Jenkins,Georgia,16,0,1,0,6.20%,0,0,32.79240686,-81.96353889,2020-04-27 22:10 EDT
Schley,Georgia,16,0,1,0,6.20%,0,0,32.26200792,-84.31478743,2020-04-27 22:10 EDT
Berrien,Georgia,15,0,0,0,0.00%,0,0,31.27606105,-83.22975532,2020-04-27 22:10 EDT
Irwin,Georgia,15,0,1,0,6.70%,0,0,31.60228761,-83.27631819,2020-04-27 22:10 EDT
Chattooga,Georgia,14,1,1,0,7.10%,0,0,34.4749213,-85.34555104,2020-04-27 22:10 EDT
Jeff Davis,Georgia,14,2,1,0,7.10%,0,0,31.80543241,-82.63674666,2020-04-27 22:10 EDT
Jefferson,Georgia,14,0,1,0,7.10%,0,0,33.0549109,-82.41810831,2020-04-27 22:10 EDT
Screven,Georgia,14,0,1,0,7.10%,0,0,32.75056735,-81.61198076,2020-04-27 22:10 EDT
Crawford,Georgia,14,0,0,0,0.00%,0,0,32.71449856,-83.98633841,2020-04-27 22:10 EDT
Warren,Georgia,12,0,0,0,0.00%,0,0,33.40892921,-82.67672549,2020-04-27 22:10 EDT
Wayne,Georgia,12,1,0,0,0.00%,0,0,31.55141259,-81.91673816,2020-04-27 22:10 EDT
Heard,Georgia,10,1,1,0,10.00%,0,0,33.29691499,-85.12838545,2020-04-27 22:10 EDT
Lincoln,Georgia,10,0,0,0,0.00%,0,0,33.79723474,-82.46708136,2020-04-27 22:10 EDT
Rabun,Georgia,10,1,0,0,0.00%,0,0,34.88167573,-83.40221365,2020-04-27 22:10 EDT
Webster,Georgia,10,2,2,1,20.00%,0,0,32.0467276,-84.55088178,2020-04-27 22:10 EDT
Bleckley,Georgia,9,0,0,0,0.00%,0,0,32.43453726,-83.32783694,2020-04-27 22:10 EDT
Chattahoochee,Georgia,9,1,0,0,0.00%,0,0,32.34702048,-84.78680764,2020-04-27 22:10 EDT
Hart,Georgia,9,2,0,0,0.00%,0,0,34.34543654,-82.97082417,2020-04-27 22:10 EDT
Candler,Georgia,3,0,0,0,0.00%,0,0,32.40338087,-82.07363459,2020-04-27 22:10 EDT
Charlton,Georgia,3,1,0,0,0.00%,0,0,30.78171091,-82.13776476,2020-04-27 22:10 EDT
Lanier,Georgia,3,0,1,0,33.30%,0,0,31.03802211,-83.06258139,2020-04-27 22:10 EDT
Clinch,Georgia,7,0,0,0,0.00%,0,0,30.91495659,-82.7062035,2020-04-27 22:10 EDT
Tattnall,Georgia,7,0,0,0,0.00%,0,0,32.04576272,-82.05815138,2020-04-27 22:10 EDT
Twiggs,Georgia,7,0,0,0,0.00%,0,0,32.66716778,-83.42700283,2020-04-27 22:10 EDT
Atkinson,Georgia,7,0,0,0,0.00%,0,0,31.29712539,-82.8801485,2020-04-27 22:10 EDT
Echols,Georgia,5,0,0,0,0.00%,0,0,30.71006964,-82.89391997,2020-04-27 22:10 EDT
Long,Georgia,4,1,0,0,0.00%,0,0,31.7525468,-81.74578697,2020-04-27 22:10 EDT
Mcintosh,Georgia,4,0,0,0,0.00%,0,0,31.49917809,-81.41109983,2020-04-27 22:10 EDT
Wheeler,Georgia,4,1,0,0,0.00%,0,0,32.11699453,-82.72456357,2020-04-27 22:10 EDT
Quitman,Georgia,4,1,1,0,25.00%,0,0,31.86654953,-85.01295456,2020-04-27 22:10 EDT
Evans,Georgia,4,0,0,0,0.00%,0,0,32.15680035,-81.88693171,2020-04-27 22:10 EDT
Treutlen,Georgia,2,0,0,0,0.00%,0,0,32.4038265,-82.56725914,2020-04-27 22:10 EDT
Montgomery,Georgia,2,0,0,0,0.00%,0,0,32.17335546,-82.53483678,2020-04-27 22:10 EDT
Prince George's,Maryland,5263,2776,198,74,3.80%,0,0,38.82838616,-76.84587073,2020-04-27 22:10 EDT
Montgomery,Maryland,3843,198,710,30,18.50%,3,0,39.13636819,-77.20403165,2020-04-27 22:10 EDT
Baltimore,Maryland,2548,39,98,17,3.80%,0,0,39.29058,-76.60926,2020-04-27 22:10 EDT
Baltimore City,Maryland,1933,67,83,9,4.30%,0,0,39.30194126,-76.61111168,2020-04-27 22:10 EDT
Anne Arundel,Maryland,1544,34,74,2,4.80%,0,0,39.00889701,-76.60328627,2020-04-27 22:10 EDT
Frederick,Maryland,865,231,43,2,5.00%,52,0,39.41574,-77.41203,2020-04-27 22:10 EDT
Howard,Maryland,778,71,17,1,2.20%,0,0,39.25112784,-76.9312584,2020-04-27 22:10 EDT
Charles,Maryland,529,275,37,2,7.00%,0,0,38.47410423,-77.01286707,2020-04-27 22:10 EDT
